movieId,title,overview,poster_path
819,Sleepers,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,http://image.tmdb.org/t/p/w500//yUpiEk2EojS9ZEXb3nIQonQCYYF.jpg
820,JFK,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,http://image.tmdb.org/t/p/w500//r0VWVTYlqdRCK5ZoOdNnHdqM2gt.jpg
821,Judgment at Nuremberg,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",http://image.tmdb.org/t/p/w500//cqumfgd74ftVzOKJpFGOG64WlXL.jpg
822,The Music Room,"A wealthy landlord lives a decadent life with his wife and son. His passion – his wife would calls it his addiction – is music, and he spends a great deal of his fortune on concerts held for the locals in his magnificent music room. He feels threatened by his neighbour, a commoner who has attained riches through business dealings. His passion for music and quest for social respect are his undoing, as he sacrifices his family and wealth trying to retain it.",http://image.tmdb.org/t/p/w500//21Mfk2TTrgy2rv4jeINMKRUUdhW.jpg
823,Jin-Roh: The Wolf Brigade,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",http://image.tmdb.org/t/p/w500//iyLKFR339GCzTKUtrVO4hbeEhub.jpg
824,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",http://image.tmdb.org/t/p/w500//2kjM5CUZRIU5yOANUowrbJcRL9L.jpg
825,Playing by Heart,"A sexy, romantic comedy about modern couples coming together in funny and unexpected ways. Paul and Hannah discover that even after 40 years of marriage, they can still learn some very surprising things about each other. Meredith is a serious theatre director who isn't looking for a relationship... but has one looking for her in the person of the funny, persistent Trent. Then there's Joan and Keenan, young people searching for love in an L.A. club scene where the rules of dating seem to change every night.",http://image.tmdb.org/t/p/w500//3neHR1oPnC0OpcYhLn0TEdSHoEp.jpg
826,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson, the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",http://image.tmdb.org/t/p/w500//7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg
827,Diabolique,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",http://image.tmdb.org/t/p/w500//jE8ygUYBUGyUcM4sR6iinPqYeDK.jpg
828,The Day the Earth Stood Still,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,http://image.tmdb.org/t/p/w500//x2DquTpLTq54aPFDnqlwY7apCC3.jpg
829,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",http://image.tmdb.org/t/p/w500//638pmIZ6SE5myFwHnGInI5YdcDh.jpg
830,Forbidden Planet,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",http://image.tmdb.org/t/p/w500//aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg
831,This Island Earth,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",http://image.tmdb.org/t/p/w500//2viRDpHmhzQoreZok2auLjkVbSE.jpg
832,M,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",http://image.tmdb.org/t/p/w500//bTdZk3q2DWpBRnLiaaItKFWOVhI.jpg
833,Umberto D.,"When elderly pensioner Umberto Domenico Ferrari returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid for temporary safekeeping.",http://image.tmdb.org/t/p/w500//5I7SYsNQmZRZpQ2MAarIQYU9vaX.jpg
834,Underworld: Evolution,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",http://image.tmdb.org/t/p/w500//yT1EDKhCzAumcZeBoAxqm0nY2H8.jpg
835,F.P.1 Doesn't Answer,F.P.1 is a huge airplane landing dock in the Atlantic where pilots making the transatlantic flight can stop. Yet a saboteur tries to sink the technical wonder in this classic German science fiction film from 1932. The film was also created with English and French speaking actors at the same time.,http://image.tmdb.org/t/p/w500//uJ6cFZWlsXvknWQGdrfBNHXnIVK.jpg
836,Barren Lives,"In vivid images, the documentary-like story of a drover and his family in the northern badlands of Brazil during the drought. A family in the search of new hope and destiny.",http://image.tmdb.org/t/p/w500//bBb4GiCZul2W6hhV8sbbnBnlhuE.jpg
837,Videodrome,"As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.",http://image.tmdb.org/t/p/w500//qqqkiZSU9EBGZ1KiDmfn07S7qvv.jpg
838,American Graffiti,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,http://image.tmdb.org/t/p/w500//zjoHTqwbXQkG7eX00Vno8NkvCKc.jpg
839,Duel,"Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",http://image.tmdb.org/t/p/w500//w9Vk1Txx14vWvACELFYFlixrsfr.jpg
840,Close Encounters of the Third Kind,"After an encounter with UFOs, an electricity linesman feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",http://image.tmdb.org/t/p/w500//yaPx3cK9zGFX3SbcKwxWM1QIbUh.jpg
841,Dune,"In the year 10,191, the most precious substance in the universe is the spice Melange. The spice extends life. The spice expands consciousness. The spice is vital to space travel.  The spice exists on only one planet in the entire universe, the vast desert planet Arrakis, also known as Dune.  Its native inhabitants, the Fremen, have long held a prophecy that a man would come, a messiah who would lead them to true freedom.",http://image.tmdb.org/t/p/w500//lyP3eKSEgZkChb77cKMIbydbPSq.jpg
842,The Assassination of Richard Nixon,"It’s 1974 and Sam Bicke has lost everything. His wife leaves him with his three kids, his boss fires him, his brother turns away from him, and the bank won’t give him any money to start anew. He tries to find someone to blame for his misfortunes and comes up with the President of the United States who he plans to murder.",http://image.tmdb.org/t/p/w500//5jOOvAVvP0XtwC5yYQpQCy4cjq1.jpg
843,In the Mood for Love,"In Hong Kong of 1962, Mrs. Chan and Mr. Chow, a journalist, move into neighbouring apartments on the same day. Their encounters are formal and polite—until a discovery about their respective spouses creates an intimate bond between them.",http://image.tmdb.org/t/p/w500//iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg
844,2046,Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.,http://image.tmdb.org/t/p/w500//jIN65qw0Giplo4CshzMrxz204Wn.jpg
845,Strangers on a Train,"Two strangers meet on a train. They’ve never met before. Both of whom have someone they’d like to murder. So, they swap murders. A psychopath shares this concept with tennis star Guy Haines, whose wife refuses to get a divorce. He agrees, thinking it is a joke. But now his wife is dead, Haines finds himself a prime suspect and the man wants Guy to kill his father.",http://image.tmdb.org/t/p/w500//ihC083U7ef56Ui4x0P0dobojrZ1.jpg
846,The X Files,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",http://image.tmdb.org/t/p/w500//yLIw6shz2WC3W3iI0jROsF4B2ha.jpg
847,Willow,"The evil Queen Bavmorda hunts the newborn princess Elora Danan, a child prophesied to bring about her downfall. When the royal infant is found by Willow, a timid farmer and aspiring sorcerer, he's entrusted with delivering her from evil.",http://image.tmdb.org/t/p/w500//d9xEILdvVRX8ZgFwPDbco6kKSaS.jpg
848,Dragonslayer,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon to save the King’s daughter from being sacrificed according to a pact that the King himself made with the dragon to protect his kingdom.,http://image.tmdb.org/t/p/w500//a1VkuAoRnpr04S4RGhTRd8ff7gq.jpg
849,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,http://image.tmdb.org/t/p/w500//2dyMDv6W3ugMfaC8DEXPiqMcurD.jpg
850,A Christmas Story,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",http://image.tmdb.org/t/p/w500//f3VITMLSmP3Ai65AvXT54RcF5Sw.jpg
851,Brief Encounter,"Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey. Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love.",http://image.tmdb.org/t/p/w500//jC9EwLJcGhYMSQAHu2LxkKN5v7O.jpg
852,It Happened in Broad Daylight,The search for a child murderer drags a once-respected detective into an all-consuming obsession.,http://image.tmdb.org/t/p/w500//8M3CPJvCe96WnIqKT8HHrSLprgT.jpg
853,Enemy at the Gates,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.,http://image.tmdb.org/t/p/w500//9cSoNnB31hGY2mL78VT8mAbz6nR.jpg
854,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",http://image.tmdb.org/t/p/w500//xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg
855,Black Hawk Down,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",http://image.tmdb.org/t/p/w500//7fU5dSqKRL4XHeEUz62rCKBfYok.jpg
856,Who Framed Roger Rabbit,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",http://image.tmdb.org/t/p/w500//lYfRc57Kx9VgLZ48iulu0HKnM15.jpg
857,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",http://image.tmdb.org/t/p/w500//uqx37cS8cpHg8U35f9U5IBlrCV3.jpg
858,Sleepless in Seattle,"After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Talking about his father’s loneliness soon leads to a meeting with a young female journalist, who has flown to Seattle to write a story about the boy and his father.",http://image.tmdb.org/t/p/w500//iLWsLVrfkFvOXOG9PbUAYg7AK3E.jpg
859,Dangerous Liaisons,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",http://image.tmdb.org/t/p/w500//5MEl1xrbM93zjpFgS3sHJ2SlIFm.jpg
860,WarGames,"High School student David Lightman has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions. Together with his girlfriend and a wizardly computer genius, David must race against time to outwit his opponent and prevent a nuclear Armageddon.",http://image.tmdb.org/t/p/w500//zZ1rN4LoPxKNfAp67Xl300WxVeD.jpg
861,Total Recall,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.",http://image.tmdb.org/t/p/w500//wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg
862,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",http://image.tmdb.org/t/p/w500//uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
863,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",http://image.tmdb.org/t/p/w500//2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg
864,Cool Runnings,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.",http://image.tmdb.org/t/p/w500//6fXuGEb7EqGmAeUodxm7l5ELPZ.jpg
865,The Running Man,"By 2017, the global economy has collapsed and U.S. society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",http://image.tmdb.org/t/p/w500//GTAUOhO4BN0peJVvxGEQydJvUO.jpg
866,Finding Neverland,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan.",http://image.tmdb.org/t/p/w500//5JyDPH4qdr0I6pF7Bjh1Qrf1Jhh.jpg
867,Sliver,A woman moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after they fell from the balcony.,http://image.tmdb.org/t/p/w500//g7PC2e2KqDkIfOoJx9iXJJez99d.jpg
868,Tsotsi,"The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",http://image.tmdb.org/t/p/w500//fvPGF7NYuZJACYVRAAF3FXicVf0.jpg
869,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",http://image.tmdb.org/t/p/w500//2IZcJHsTugOdyg0Y8ejj4CM2X3a.jpg
870,Dolls,"Dolls takes puppeteering as its overriding motif, which relates thematically to the action provided by the live characters. Chief among those tales is the story of Matsumoto and Sawako, a young couple whose relationship is about to be broken apart by the former's parents, who have insisted their son take part in an arranged marriage to his boss' daughter.",http://image.tmdb.org/t/p/w500//vQ9XBpH88jvO3hpHt9Zm5IHe5NP.jpg
871,Planet of the Apes,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",http://image.tmdb.org/t/p/w500//2r9iKnlSYEk4daQadsXfcjHfIjQ.jpg
872,Singin' in the Rain,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",http://image.tmdb.org/t/p/w500//w03EiJVHP8Un77boQeE7hg9DVdU.jpg
873,The Color Purple,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.",http://image.tmdb.org/t/p/w500//ziosRyziefrmEmAMIswpjQzvAur.jpg
874,A Man for All Seasons,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",http://image.tmdb.org/t/p/w500//fKdIMxsxt2PQlHGqmnl8uSS2C54.jpg
875,Shanghai Express,A beautiful temptress re-kindles an old romance while trying to escape her past during a tension-packed train journey.,http://image.tmdb.org/t/p/w500//z0ea6xM3HhIZi7zApDVsxewv9R8.jpg
877,Scarface,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio 'Tony' Camonte, aka Scarface, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.",http://image.tmdb.org/t/p/w500//y4E5oRiHMTFkEB12IIcpbKbKzDW.jpg
878,The Punch Bowl,Die Feuerzangenbowle from Director Helmut Weiss is based on the novel by the same name from Heinrich Spoerl and Hans Reimann that has turned into a cult German film. The film tells the story of a writer Johannes Pfeiffer who goes undercover as a student in a high school after his friends told him that he missed out on a great life experience since he was home schooled.,http://image.tmdb.org/t/p/w500//yPklnEcziGaLCetKtLSwEJrecBe.jpg
879,Hook,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",http://image.tmdb.org/t/p/w500//a6rB1lGXoGms7gWxRfJneQmAjNV.jpg
880,Antonia's Line,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",http://image.tmdb.org/t/p/w500//nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
881,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",http://image.tmdb.org/t/p/w500//rLOk4z9zL1tTukIYV56P94aZXKk.jpg
882,Hen in a Boat,"During the summer on their Grandfather’s land Johanna, Robert, Harald and Alex begin a secret journey up the river on a boat with a chicken in search of a new path to the North Sea of Germany. A classic German children’s adventure movie.",http://image.tmdb.org/t/p/w500//41Ty4exchOgGNkxnd29ksSDQPCz.jpg
883,Coffee and Cigarettes,Coffee And Cigarettes is a collection of eleven films from cult director Jim Jarmusch. Each film hosts star studded cast of extremely unique individuals who all share the common activities of conversing while drinking coffee and smoking cigarettes.,http://image.tmdb.org/t/p/w500//pfG02QCsutx3PIxFS8UY4iM9AsS.jpg
884,Crash,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims, and he begins to use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",http://image.tmdb.org/t/p/w500//gpai5oUFyFGLHOCsYTvVMqlbY7A.jpg
885,The Docks of New York,A blue-collar worker on New York's depressed waterfront finds his life changed after he saves a woman attempting suicide.,http://image.tmdb.org/t/p/w500//5u1OWocMjZtJw1vsamDJFt5OOyA.jpg
886,The Cincinnati Kid,An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.,http://image.tmdb.org/t/p/w500//s4Apy8FcF6a0lR1Qay1atpfwAv9.jpg
887,The Best Years of Our Lives,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare.",http://image.tmdb.org/t/p/w500//gd5EoAU4MM57sW3vlWxJ0NMM8cV.jpg
888,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,http://image.tmdb.org/t/p/w500//ocsb0qiGlcn6UlcDRHa3xxSCc8Y.jpg
889,The Flintstones in Viva Rock Vegas,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",http://image.tmdb.org/t/p/w500//hJ0BqcVItbqe92LfsUC8zcNvwuc.jpg
890,Brother of Sleep,"In the beginning of the 19th century, Johannes Elias Alder is born in a small village in the Austrian mountains. While growing up he is considered strange by the other villagers and discovers his love of music, especially rebuilding and playing the organ at the village church. After experiencing an ""acoustic wonder"", his eye color changes and he can hear even the most subtle sounds.",http://image.tmdb.org/t/p/w500//wjvaafRCIGKLTJYm45oWgB494gJ.jpg
891,All the President's Men,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.",http://image.tmdb.org/t/p/w500//cPtSHR7D2WGsDBfnC5DxV927hKn.jpg
892,Delicatessen,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.",http://image.tmdb.org/t/p/w500//gNtOgQHxE5B8e08zuNRAdDpmK5Z.jpg
893,Policewoman,Die Polizistin is a documentary by Andreas Dresen about the life of a young police woman who is faced with the difficulties between her responsibilities at work and her personal responsibilities.,http://image.tmdb.org/t/p/w500//vlvjjp7WD3K1J5G2lxPoWhU53bk.jpg
894,Willenbrock,"Second-hand car sales man Willenbrock has everything that he could ever wish for. He is married, has two lovers, a cottage in the German city Grünen, and a BMW. Yet one day while at his cottage he gets mugged and his life is drastically changed. Little by little the world he once felt safe in falls apart around him.",http://image.tmdb.org/t/p/w500//x7OPrm4GvGGlUDqgBvIH6uQ981F.jpg
895,Andrei Rublev,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",http://image.tmdb.org/t/p/w500//910xRIUmNJrWH2hkQifBJtoPp5R.jpg
896,The World of Apu,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding.  Preserved by the Academy Film Archive in 1996.,http://image.tmdb.org/t/p/w500//6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg
897,Aparajito,"Aparajito picks up where the first film leaves off, with Apu and his family having moved away from the country to live in the bustling holy city of Varanasi (then known as Benares). As Apu progresses from wide-eyed child to intellectually curious teenager, eventually studying in Kolkata, we witness his academic and moral education, as well as the growing complexity of his relationship with his mother. This tenderly expressive, often heart-wrenching film, which won three top prizes at the Venice Film Festival, including the Golden Lion, not only extends but also spiritually deepens the tale of Apu.  Preserved by the Academy Film Archive in 1996.",http://image.tmdb.org/t/p/w500//rIJoxt3zOSoO2XujOVOhvIKIidS.jpg
898,Birdman of Alcatraz,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.",http://image.tmdb.org/t/p/w500//6EODLN11HTX4l2cmakAhWIoJLF.jpg
899,Broken Blossoms,The love story of an abused English girl and a Chinese Buddhist in a time when London was a brutal and harsh place to live.,http://image.tmdb.org/t/p/w500//l9rHRp7Yb2PVy5Qd5wUR9coXZoy.jpg
900,Bringing Up Baby,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",http://image.tmdb.org/t/p/w500//vTNNOtemaYmtx3k2NpsLMRJKEwZ.jpg
901,City Lights,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,http://image.tmdb.org/t/p/w500//bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg
902,The City of Lost Children,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",http://image.tmdb.org/t/p/w500//whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg
903,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",http://image.tmdb.org/t/p/w500//4ykzTiHKLamh3eZJ8orVICtU2Jp.jpg
904,The Pride of the Firm,"Der Stolz der Firma, meaning The Pride of the Business, is a classic German silent film from 1914. The film tells the story of a shrewd apprentice and is filmed in the comical style of director Lubitsch. This is one of the few Lubitsch films from World War I that wasn’t lost.",http://image.tmdb.org/t/p/w500//pK9la4Y3WfcU3VJwcxt6sh1wH0T.jpg
905,Pandora's Box,"Lulu is a young woman so beautiful and alluring that few can resist her siren charms. The men drawn into her web include respectable newspaper publisher Dr. Ludwig Schön, his musical producer son Alwa, circus performer Rodrigo Quast, and seedy old Schigolch. When Lulu's charms inevitably lead to tragedy, the downward spiral encompasses them all.",http://image.tmdb.org/t/p/w500//xw5KFcTBYyvu4IzQY5ErgBQ73Eq.jpg
906,The Three from the Filling Station,"Die Drei von der Tankstelle, meaning The Three from the Gas Station, was advertised as a German operetta when release and with it’s star studded cast would become the forerunner of Musical films. Even today the soundtrack of the comic harmonists is popular in Germany.",http://image.tmdb.org/t/p/w500//7JMa5tn9zdA6rwrU8qbslhEBGWU.jpg
907,Doctor Zhivago,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",http://image.tmdb.org/t/p/w500//r0Iv2BiCFYDnzc6uU1q3AJ56igT.jpg
908,Schnitzel Paradise,Schnitzel Paradise is a Dutch film about a young Moroccan man working in the kitchen of popular Dutch restaurant.,http://image.tmdb.org/t/p/w500//n6rrJY8pGq7pWZOQeD0UdI0D51o.jpg
909,Meet Me in St. Louis,The life of a St. Louis family in the year before the 1904 St. Louis World's Fair.,http://image.tmdb.org/t/p/w500//ekVeUvG81pidsv2LMtWf5yYcNbq.jpg
910,The Big Sleep,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",http://image.tmdb.org/t/p/w500//lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg
911,The Bank Dick,"Egbert Sousé becomes an unexpected hero when a bank robber falls over a bench he's occupying. Now considered brave, Egbert is given a job as a bank guard. Soon, he is approached by charlatan J. Frothingham Waterbury about buying shares in a mining company. Egbert persuades teller Og Oggilby to lend him bank money, to be returned when the scheme pays off. Unfortunately, bank inspector Snoopington then makes a surprise appearance.",http://image.tmdb.org/t/p/w500//3XrqHTrJpTaUeyqXqb4fVacYWpf.jpg
